,drug_name
12829,Plaretase
12830,Plasbumin
12831,Plasbumin-20
12832,Plasbumin-25
12833,Plasbumin-25 (Low Aluminum)
12834,Plasbumin-5
12835,Plasma protein fraction
12836,Plasma-Lyte
12837,Plasma-Lyte 148
12838,Plasma-Lyte A PH-7.4
12839,Plasma-Lyte R
12840,Plasma-Plex
12841,Plasmanate
12842,Plasmatein
12843,Plastibase 50W
12844,Platinol
12845,Platinol-AQ
12846,Plavix
12847,Play Longer
12848,Plazomicin
12849,Plecanatide
12850,Pledgaclin
12851,Plegine
12852,Plegridy
12853,Plenamine
12854,Plenaxis
12855,Plendil
12856,Plenvu
12857,Plerixafor
12858,Pletal
12859,Plexion
12860,Plexion Cleanser
12861,Plexion Cleansing Cloths
12862,Plexion NS Shampoo
12863,Plexion SCT
12864,Plexion TS
12865,Pliaglis
12866,Plicamycin
12867,Plixda
12868,PMS Balance
12869,PMS Formula Multi-Symptom
12870,PMS Relief
12871,Pneumococcal 13-valent vaccine
12872,Pneumococcal 15-valent conjugate vaccine
12873,Pneumococcal 20-valent conjugate vaccine
12874,Pneumococcal 23-polyvalent vaccine
12875,Pneumomist
12876,Pneumotussin
12877,Pneumotussin 2.5
12878,Pneumotussin HC
12879,Pneumovax 23
12880,PNS Unna Boot
12881,PNV OB+DHA
12882,PNV Prenatal
12883,PNV Prenatal Plus
12884,PNV Select
12885,PNV Tabs 29-1
12886,PNV-DHA
12887,PNV-DHA Plus
12888,PNV-First DHA
12889,PNV-OB with DHA
12890,PNV-Omega
12891,PNV-Total
12892,Podactin
12893,PoDiaPN
12894,Podocon
12895,Podocon-25
12896,Pododerm
12897,Podofilox topical
12898,Podofin
12899,Podophyllum resin topical
12900,Polaramine
12901,Polaramine Repetabs
12902,Polatuzumab vedotin
12903,Polibar ACB
12904,Polibar Plus
12905,Polidocanol
12906,"Poliovirus vaccine, inactivated"
12907,Polivy
12908,Polmon
12909,Polocaine
12910,Polocaine-MPF
12911,Poly Hist CB
12912,Poly Hist DM
12913,Poly Hist Forte
12914,Poly Hist Forte (old formulation)
12915,Poly Hist PD
12916,Poly Hist PD (old formulation)
12917,Poly Iron
12918,Poly Iron 150 Forte
12919,Poly Iron Forte
12920,Poly Pred
12921,Poly Vit Drops
12922,Poly Vitamin with Fluoride
12923,Poly Vitamin with Fluoride with Iron
12924,Poly-Citra K Crystals
12925,Poly-Dex
12926,Poly-Tussin
12927,Poly-Tussin AC
12928,Poly-Tussin D
12929,Poly-Tussin DHC
12930,Poly-Tussin DM
12931,Poly-Tussin HD
12932,Poly-Tussin XP
12933,Poly-Vent
12934,Poly-Vent DM
12935,Poly-Vent IR
12936,"Poly-Vent, Jr."
12937,Poly-Vi-Flor
12938,Poly-Vi-Flor with Iron
12939,Poly-Vi-Sol
12940,Poly-Vi-Sol Chewable
12941,Poly-Vi-Sol Drops
12942,Poly-Vi-Sol with Iron
12943,Poly-Vi-Sol with Iron Drops
12944,Poly-Vit Chew
12945,Poly-Vita Drops
12946,Poly-Vita Drops with Iron
12947,Poly-Vite Drops
12948,Polybase
12949,Polycarb
12950,Polycarbophil
12951,Polycin
12952,Polycin-B
12953,Polycitra
12954,Polycitra-K
12955,Polycitra-LC
12956,Polydine
12957,Polyethylene glycol 3350
12958,Polyethylene glycol 3350 with electrolytes
12959,Polyfusor C
12960,Polyfusor D
12961,Polyfusor S
12962,Polyfusor SB
12963,Polyfusor T
12964,Polyfusor TA
12965,Polygam S / D
12966,Polymyxin b
12967,Polymyxin b / trimethoprim ophthalmic
12968,Polysaccharide Iron
12969,Polysorb
12970,Polysporin First Aid Antibiotic Ointment
12971,Polysporin Ophthalmic
12972,Polytar
12973,Polytar Mild
12974,Polythiazide
12975,Polythiazide / prazosin
12976,Polythiazide / reserpine
12977,Polytracin
12978,Polytracin Ophthalmic
12979,Polytrim
12980,Polytussin DM
12981,Pomada Dragon Pain Relief
12982,Pomalidomide
12983,Pomalyst
12984,Ponatinib
12985,Pondimin
12986,Ponesimod
12987,Ponstel
12988,Pontocaine
12989,Pontocaine HCl
12990,Pontocaine Ophthalmic
12991,Ponvory
12992,Poractant
12993,Porfimer
12994,Portia
12995,Portrazza
12996,Posaconazole
12997,Posicor
12998,PosiFlush
12999,Posimir
13000,PostDay One-Step
13001,Posture
13002,Posture-D H / P
13003,Potaba
13004,Potassium acetate
13005,Potassium acid phosphate
13006,Potassium aminobenzoate
13007,Potassium bicarbonate
13008,Potassium bicarbonate / potassium chloride
13009,Potassium bicarbonate / potassium citrate
13010,Potassium chloride
13011,Potassium chloride / sodium chloride
13012,Potassium citrate
13013,Potassium gluconate
13014,Potassium iodide
13015,Potassium phosphate
13016,Potassium phosphate / sodium phosphate
13017,Poteligeo
13018,Potiga
13019,Povidex
13020,Povidex Peri
13021,Povidine
13022,Povidone iodine ophthalmic
13023,Povidone iodine topical
13024,Povidone / tetrahydrozoline ophthalmic
13025,Poxi
13026,PP-Cap
13027,PPA-GG CR
13028,PR Benzoyl Peroxide Wash
13029,PR Cream
13030,PR Natal 400
13031,PR Natal 400 EC
13032,PR Natal 430
13033,PR Natal 440
13034,PrabotulinumtoxinA
13035,Pradaxa
13036,Pralatrexate
13037,Pralidoxime
13038,Pralsetinib
13039,Praluent
13040,Pramcort
13041,Pramilet FA
13042,Pramipexole
13043,Pramlintide
13044,Pramosone
13045,Pramosone E
13046,Pramotic
13047,Pramox
13048,Pramox-HC
13049,Pramoxine topical
13050,Pramoxine / zinc acetate topical
13051,Pramoxine / zinc oxide topical
13052,PrandiMet
13053,Prandin
13054,Prascion
13055,Prascion Cleanser
13056,Prascion FC Cloths
13057,Prascion RA
13058,Prasugrel
13059,Pravachol
13060,Pravastatin
13061,Pravigard Pac
13062,Prax
13063,Prax Wipe
13064,Praxbind
13065,Praziquantel
13066,Prazosin
13067,Pre-H-Cal
13068,Pre-Pen
13069,Precaine B
13070,Precare
13071,Precare Conceive
13072,Precare Premier
13073,Precedex
13074,Precise Pain Relieving
13075,Precose
13076,Pred Forte
13077,Pred Mild
13078,Pred-G
13079,Pred-G S.O.P.
13080,Pred-Ject-50
13081,Predacort 50
13082,Predacorten
13083,Predaject-50
13084,Predalone 50
13085,Predate-50
13086,Predcor
13087,Predicort RP
13088,Predicort-50
13089,Prednicarbate topical
13090,Prednicen-M
13091,Prednicot
13092,Prednisol
13093,Prednisolone
13094,Prednisolone ophthalmic
13095,Prednisolone / sulfacetamide sodium ophthalmic
13096,Prednisone
13097,Prefera OB Plus DHA
13098,Prefera OB-One
13099,PreferaOB
13100,PreferaOB+DHA
13101,Preferred Maximum Strength Urinary Pain Relief
13102,Preferred Urinary Pain Relief
13103,Prefest
13104,Preflin
13105,Prefrin
13106,Pregabalin
13107,Pregenna
13108,Pregnyl
13109,Prehist D
13110,Prelone
13111,Prelu-2
13112,Prelu-2 TR
13113,Premarin
13114,Premarin Intravenous
13115,Premarin Vaginal
13116,PremaSol
13117,Premesis Rx
13118,Premphase
13119,Premphase 14 / 14
13120,Prempro
13121,Premsyn PMS
13122,Prena1
13123,Prena1 Chew
13124,Prena1 Pearl
13125,Prena1 Plus
13126,Prena1 True plus DHA
13127,PrenaCare
13128,PrenaFirst
13129,Prenaissance Balance
13130,Prenaissance DHA
13131,Prenaissance Next
13132,Prenaissance Plus
13133,PrenaPlus
13134,PreNata
13135,Prenatabs CBF
13136,Prenatabs FA
13137,Prenatabs OBN
13138,Prenatabs Rx
13139,Prenatal 1
13140,Prenatal 1 Plus 1
13141,Prenatal 1 Plus 1 (Low Iron)
13142,Prenatal 19
13143,Prenatal 19 (Cypress)
13144,PreNatal 19 (Nationwide)
13145,Prenatal AD
13146,Prenatal Complete with DHA
13147,Prenatal DHA
13148,Prenatal Elite
13149,Prenatal H
13150,Prenatal Low Iron
13151,Prenatal MR 90
13152,Prenatal MR 90 Fe
13153,Prenatal MTR with Selenium
13154,Prenatal Multi + DHA
13155,Prenatal Multivitamins
13156,Prenatal Plus
13157,Prenatal Plus + DHA Minicaps
13158,Prenatal Plus Iron
13159,Prenatal Plus Low Iron
13160,Prenatal Plus with 27 mg Iron
13161,Prenatal Plus with Beta-Carotene
13162,Prenatal Rx
13163,Prenatal Rx 1
13164,Prenatal Rx Low Iron
13165,Prenatal S
13166,Prenatal Z Advanced Formula
13167,Prenatal-U
13168,Prenate
13169,Prenate 90
13170,Prenate Advance
13171,Prenate Advanced Formula
13172,Prenate AM
13173,Prenate DHA
13174,Prenate Elite
13175,Prenate Elite Plus Iron
13176,Prenate Enhance with DHA
13177,Prenate Essential
13178,Prenate Essential DHA
13179,Prenate GT
13180,Prenate mini with DHA
13181,Prenate Pixie
13182,Prenate Plus
13183,Prenate Restore
13184,Prenate Star
13185,Prenate Ultra
13186,Prenavite
13187,Prenavite FC
13188,Prenavite PC
13189,Prenazyme 1+1
13190,PreNexa
13191,PreNexa premier with DHA
13192,PreNexa with DHA
13193,Prennaissance with DHA
13194,Prep-Hem
13195,Preparation H Anti-Itch Cream Hydrocortisone 1%
13196,Preparation H Cooling Gel
13197,Preparation H Maximum Strength
13198,Preparation H Medicated Wipes
13199,Preparation H Multi-Symptom
13200,Preparation H Suppositories
13201,Prepcat
13202,Prepidil
13203,PrePlus
13204,Prepopik
13205,PreQue 10
13206,Pres Gen
13207,Pres Gen Pediatric
13208,Presera
13209,PreserVision
13210,PreserVision AREDS
13211,PreserVision AREDS 2
13212,PreserVision AREDS Lutein
13213,Presgen B
13214,Prestalia
13215,PreTAB
13216,Preterna
13217,Pretomanid
13218,Pretty Feet & Hands
13219,Pretz Irrigation Solution
13220,Pretz Nasal Spray
13221,Prevacid
13222,Prevacid 24HR
13223,Prevacid IV
13224,Prevacid NapraPAC
13225,Prevacid NapraPAC 375
13226,Prevacid NapraPAC 500
13227,Prevacid OTC
13228,Prevacid SoluTab
13229,Prevalite
13230,Preven EC
13231,Preventeza
13232,Prevident
13233,Prevident 500 Plus Boost
13234,PreviDent 5000 Booster
13235,Prevident 5000 Dry Mouth
13236,PreviDent 5000 Enamel Protect
13237,Prevident 5000 Plus
13238,Prevident 5000 Sensitive
13239,Prevident Dental Rinse
13240,PreviDent Gel
13241,Prevident Mouthwash
13242,Prevident Orthodefense
13243,Previfem
13244,Prevital
13245,Previte Rx
13246,Prevnar 13
13247,Prevnar 20
13248,Prevpac
13249,Prevymis
13250,Prexxartan
13251,Prezcobix
13252,Prezista
13253,Pri-Cortin 50
13254,Prialt
13255,Priceline Paracetamol
13256,Priftin
13257,Prikaan
13258,Prilocaine
13259,Priloheal Plus 30
13260,Prilolid
13261,Prilosec
13262,Prilosec OTC
13263,Prilovix
13264,Prilovix Lite
13265,Prilovix Lite Plus
13266,Prilovix Plus
13267,Prilovix Ultralite
13268,Prilovix Ultralite Plus
13269,Prilovixil Plus
13270,Primacare
13271,PrimaCare Advantage
13272,Primacare One
13273,Primacor
13274,Primacor I.V.
13275,Primadophilus Bifidus
13276,Primaplex
13277,Primaquine
13278,Primatene
13279,Primatene Intermittent Asthma
13280,Primatene Mist
13281,Primatuss 4
13282,Primaxin IM
13283,Primaxin IV
13284,Primethasone
13285,Primidone
13286,Primlev
13287,Primogyn Depot
13288,Primsol
13289,Principen
13290,Prinivil
13291,Prinzide
13292,Pristiq
13293,Privigen
13294,Privine
13295,Pro-Banthine
13296,Pro-Chlo
13297,Pro-Clear
13298,Pro-Clear AC
13299,Pro-Den Rx
13300,Pro-Fast HS
13301,Pro-Fast SA
13302,Pro-Fast SR
13303,Pro-Med
13304,Pro-Red AC
13305,ProAir Digihaler
13306,ProAir HFA
13307,ProAir RespiClick
13308,ProAmatine
13309,ProBarimin QT
13310,Probax
13311,Proben-C
13312,Probenecid
13313,Probenecid and Colchicine
13314,Probiotic Formula
13315,Probuphine
13316,Procainamide
13317,Procaine penicillin
13318,Procalamine
13319,Procan SR
13320,Procanbid
13321,Procarbazine
13322,Procardia
13323,Procardia XL
13324,ProCentra
13325,ProCerv HP
13326,Prochieve
13327,Prochlorperazine
13328,Procort
13329,Procot
13330,Procrit
13331,Procto-Kit 1%
13332,Procto-Kit 2.5%
13333,Procto-Med HC
13334,Procto-Pak 1%
13335,ProctoCare-HC
13336,Proctocort
13337,Proctocream-HC
13338,Proctofoam
13339,Proctofoam HC
13340,Proctosert HC
13341,Proctosol-HC
13342,Proctozone HC
13343,Proctozone-H
13344,Proctozone-P
13345,Procycle Multi Vitamin with Minerals
13346,Procyclidine
13347,Procysbi
13348,Proderm
13349,Prodigen
13350,Prodium
13351,Prodrin
13352,Prodrox
13353,Proepa
13354,Profasi
13355,Profasi HP
13356,ProFe
13357,ProFe Forte
13358,Profen Forte
13359,Profen Forte DM
13360,Profen II
13361,Profen II DM
13362,Profen II DM Liquid
13363,Profen LA
13364,Profenal
13365,Profend
13366,ProFeno
13367,Proferrin-ES
13368,Proferrin-Forte
13369,Profilnine
13370,Progest
13371,Progesterone
13372,Proglycem
13373,Prograf
13374,Progynova
13375,Progynova TS
13376,Prohance
13377,ProHist DM
13378,Prohist LQ
13379,Prolastin
13380,Prolastin-C
13381,Prolate
13382,Prolensa
13383,Proleukin
13384,Prolex D
13385,Prolex PD
13386,Prolia
13387,Prolida
13388,Prolixin
13389,Prolixin Decanoate
13390,Prolixin Enanthate
13391,Proloprim
13392,Promacet
13393,Promacta
13394,Promar
13395,Promax
13396,Promazine
13397,Promethazine
13398,Promethazine DM
13399,Promethazine VC
13400,Promethazine VC Plain
13401,Promethazine VC with Codeine
13402,Promethazine with Dextromethorphan
13403,Promethazine with DM
13404,Promethegan
13405,Prometrium
13406,Prominol
13407,Promiseb
13408,Promiseb Complete
13409,Promolaxin
13410,Prompt Relief
13411,Pronemia
13412,Pronestyl
13413,Pronestyl-SR
13414,Pronto Lice Kill System
13415,Pronto Shampoo & Cream Rinse
13416,Pronto Shampoo Kit
13417,Pronto Spray
13418,Pronto with Metal Comb
13419,Prop-A-Tane
13420,Propa P.H.
13421,Propa PH Acne Mask
13422,Propa pH Acne Med Cleansing
13423,Propa pH Acne Med Maximum Strength
13424,Propa PH Foaming Face Wash
13425,Propa PH Maximum Strength
13426,Propa PH Skin Cleanser Normal / Sensitive
13427,Propacet 100
13428,Propafenone
13429,Propagest
13430,Propan
13431,Propantheline
13432,Proparacaine ophthalmic
13433,Propatuss Expectorant
13434,Propecia
13435,Propel
13436,Propel Mini
13437,Propine
13438,Proplex T
13439,Propofol
13440,Propoven
13441,Propoxyphene
13442,Propoxyphene Compound 65
13443,Propranolol
13444,Proprinal
13445,Propulsid
13446,Propylhexedrine nasal
13447,Propylthiouracil
13448,ProQuad
13449,Proquin XR
13450,ProRenal QD
13451,ProRenal Vital
13452,Proscar
13453,Prosed DS
13454,Proshield Foam & Spray Cleanser
13455,Proshield Glove Skin Protectant
13456,Proshield Plus
13457,Proshield Plus Skin Protectant
13458,Proshield Skincare Kit
13459,Prosight
13460,Prosight with Lutein
13461,ProSol
13462,Prosom
13463,Prostate 2.4
13464,Prostate SR
13465,Prosteon
13466,ProStep
13467,Prostigmin
13468,Prostigmin Bromide
13469,Prostin E2
13470,Prostin VR Pediatric
13471,Protamine
13472,Protech First Aid Stik
13473,Protectol
13474,Protegra
13475,Protegra Cardio
13476,Protegra Softgel
13477,Protein c
13478,Protenate
13479,Protexel
13480,Protexin
13481,ProThelial
13482,Prothrombin complex
13483,Protid
13484,Protilase
13485,Protilase MT-16
13486,Protonix
13487,Protonix IV
13488,Protopam Chloride
13489,Protopic
13490,Protostat
13491,Protriptyline
13492,Protropin
13493,Protuss DM
13494,Provames
13495,Provayblue
13496,Provella
13497,Provenge
13498,Proventil
13499,Proventil HFA
13500,Provenza
13501,Provera
13502,Provida DHA
13503,Provida OB
13504,Provigil
13505,Provisc
13506,Provocholine
13507,Proxacol
13508,Proxigel
13509,Prozac
13510,Prozac Weekly
13511,Prucalopride
13512,PruClair
13513,Prudoxin
13514,Pruet DHA
13515,PruMyx
13516,Prussian blue
13517,Prutect
13518,Pruvate 21 / 7
13519,PruVel
13520,Pryflex
13521,Pryil DM
13522,PSE Allergy
13523,PSE Allergy DM
13524,PSE Brom DM
13525,PSE Carb DM Drops
13526,PSE Carbinoxamine DM
13527,Pseubrom
13528,Pseubrom-PD
13529,Pseudacarb
13530,Pseudatex
13531,Pseudatex HC
13532,Pseudo Carb
13533,Pseudo Carb DM
13534,Pseudo Cough
13535,Pseudo DM GG
13536,Pseudo GG
13537,Pseudo GG TR
13538,Pseudo Max
13539,Pseudo Max DMX
13540,Pseudo-G / PSI
13541,Pseudochlor
13542,Pseudocot-C
13543,Pseudocot-G
13544,Pseudocot-T
13545,Pseudoephedrine
13546,Pseudoephedrine Plus
13547,Pseudoephedrine Sinus
13548,Pseudoephedrine / terfenadine
13549,Pseudoephedrine / triprolidine
13550,Pseudogest-DM
13551,Pseudovent
13552,Pseudovent 400
13553,Pseudovent Ped
13554,Pseudox M
13555,Psorcon
13556,Psorcon E
13557,Psoriasin
13558,Psoriasin Medicated Wash
13559,Psoriasin Therapeutic Shampoo & Body Wash
13560,Psoriatar
13561,Psoriatec
13562,Psoriderm
13563,Psorigel
13564,Psyllium
13565,Psyllium / senna
13566,Pulmari
13567,Pulmari-GP
13568,Pulmicort Flexhaler
13569,Pulmicort Nebuamp
13570,Pulmicort Respules
13571,Pulmicort Turbuhaler
13572,Pulmolite
13573,PulmoSal
13574,Pulmozyme
13575,Puralor Ci with DHA
13576,Puralube
13577,Puralube Tears
13578,PureFe OB Plus
13579,PureFe Plus
13580,Puregon
13581,Purelax
13582,Purelife APF
13583,Purelife APF Foam
13584,PureVit DualFe Plus
13585,Purge
13586,Puri-Clens
13587,Purinethol
13588,Purixan
13589,Puroxcin
13590,Purpose Cream
13591,Purpose Lotion
13592,Purpose Soap
13593,PX Allergy Sinus PE
13594,Pylarify
13595,Pylera
13596,Pyrantel
13597,Pyrazinamide
13598,Pyrichlor PE
13599,Pyridiate
13600,Pyridium
13601,Pyridostigmine
13602,Pyridoxine
13603,Pyrifoam Lice Breaker
13604,Pyril D
13605,Pyril Mal Phenyl HCl
13606,Pyril Tann-12
13607,Pyrimethamine
13608,Pyrimethamine / sulfadoxine
13609,Pyrinil Lice Control Kit
13610,Pyrinyl II
13611,Pyrinyl Liquid
13612,Pyrinyl Liquid Shampoo
13613,Pyrithione zinc topical
13614,Pyrlex PD
13615,Pyrophosphate
13616,Pyrroxate
13617,Q Flex
13618,Q-Bid DM
13619,Q-Bid LA
13620,Q-Dryl
13621,Q-Dryl A / F
13622,Q-Gesic
13623,Q-Hist LA
13624,Q-Naftate
13625,Q-Nol
13626,Q-Pap
13627,Q-Pap Extra Strength
13628,Q-Profen
13629,Q-Sorb Co Q-10
13630,Q-Tapp
13631,Q-Tapp DM
13632,Q-Tussin
13633,Q-Tussin CF
13634,Q-Tussin DM
13635,Q-Tussin PE
13636,Q-V Tussin
13637,Qbrelis
13638,Qbrexza
13639,QC Cough / Cold
13640,Qdall
13641,Qdolo
13642,Qelbree
13643,Qinlock
13644,QM-260
13645,Qmiiz ODT
13646,QNASL
13647,Qoliana
13648,Qroxin Patch
13649,QS Plus
13650,Qsymia
13651,Qtern
13652,Quadracel
13653,Quadramet
13654,Quadrapax
13655,Qual-Tussin DC
13656,Qualaquin
13657,Quartette
13658,Quartuss DM
13659,Quarzan
13660,Quasense
13661,Quazepam
13662,Qudexy XR
13663,Quelicin
13664,Quellada Head Lice Treatment
13665,Quellada Head Lice Treatment for Short Hair
13666,Quellada Scabies Treatment
13667,Quenalin
13668,Quercetin
13669,Questran
13670,Questran Light
13671,Quetiapine
13672,Quflora
13673,Quflora FE
13674,Quibron-T
13675,Quibron-T / SR
13676,Quick-K
13677,QuilliChew ER
13678,Quillivant XR
13679,Quin-G
13680,Quin-Release
13681,Quinaglute Dura-Tabs
13682,Quinapril
13683,Quinaretic
13684,Quindal
13685,Quindal HD
13686,Quindal HD Plus
13687,Quineprox
13688,Quinidex Extentabs
13689,Quinidine
13690,Quinine
13691,Quinja
13692,Quinora
13693,Quinsana Plus
13694,Quintex
13695,QuinZyme
13696,Quixin
13697,Qulipta
13698,Qutenza
13699,Quzyttir
13700,QV-Allergy
13701,Qvar RediHaler
13702,Qwo
13703,R & C
13704,R & C Lice Treatment Kit
13705,R & C Lice Treatment Spray
13706,R A Acne
13707,R-Gel
13708,R-Gene 10
13709,R-Tanna
13710,R-Tannamine
13711,R-Tannamine Pediatric
13712,R-Tannate
13713,R-Tannate Pediatric
13714,R-Tannic-S A / D
13715,RabAvert
13716,Rabeprazole
13717,"Rabies immune globulin, human"
13718,"Rabies vaccine, human diploid cell"
13719,"Rabies vaccine, purified chick embryo cell"
13720,Racepinephrine
13721,RadiaCare
13722,Radiaderm System
13723,RadiaGel Hydrogel
13724,RadiaGuard
13725,RadiaPlexRx
13726,Radiaura Skin Recovery
13727,Radicava
13728,Radiogardase
13729,Radiogenix System
13730,Radium 223 dichloride
13731,Ragweed pollen allergen extract
13732,Ragwitek
13733,Rajani
13734,Ralix
13735,Raloxifene
13736,Raltegravir
13737,Ramelteon
13738,Ramipril
13739,Ramses Crystal Clear
13740,Ramses Personal
13741,Ramucirumab
13742,Ranexa
13743,Ranibizumab ophthalmic
13744,Raniclor
13745,Ranitidine
13746,Ranitidine bismuth citrate
13747,Ranolazine
13748,Rapacuronium
13749,Rapaflo
13750,Rapamune
13751,Raphon
13752,Rapiflux
13753,Rapivab
13754,Raplon
13755,Raptiva
13756,Rasagiline
13757,Rasburicase
13758,Rash Relief
13759,Rash Relief Antifungal
13760,Rash Relief Clear
13761,Rasuvo
13762,Ravicti
13763,Ravin
13764,Ravine Anti-Lice Medicated Treatment
13765,Ravulizumab
13766,Raxar
13767,Rayaldee
13768,Rayos
13769,Razadyne
13770,Razadyne ER
13771,RE 10
13772,RE Benzoyl Peroxide
13773,Re DCP
13774,RE DCP Drops
13775,Re Dualvit F
13776,Re Dualvit Plus
13777,RE Fac-X
13778,RE OB 90 Plus DHA
13779,RE OB Plus DHA
13780,RE Prenatal Multivitamin with Iron
13781,Re-Azo
13782,Re-Drylex Jr
13783,RE-PB Hyos Elixir
13784,Re-Tann
13785,RE-U40
13786,Re2+30
13787,Rea Lo 39
13788,Rea Lo 40
13789,Rea-Lo
13790,Rea-Lo Lotion
13791,React
13792,Readi-Cat
13793,Readi-Cat 2
13794,Realheal-I
13795,Reaphirm
13796,Reaphirm Plant Source DHA
13797,Rebetol
13798,Rebetron
13799,Rebif
13800,Rebif Rebidose
13801,Rebinyn
13802,Reblozyl
13803,Recal D
13804,Recal Fol D
13805,Recarbrio
13806,Recede
13807,Reciphexamine
13808,Reclast
13809,Reclipsen
13810,Recofen D
13811,Recofen Plus
13812,Recombinate
13813,Recombivax HB
13814,Recombivax HB Adult
13815,Recombivax HB Dialysis Formulation
13816,Recombivax HB Pediatric / Adolescent
13817,Recort Anti-Itch Cream
13818,Recort Plus
13819,Recothrom
13820,Recover Lightening Complex
13821,Rectacaine
13822,Rectacort-HC
13823,Rectacreme HC
13824,RectaGel HC
13825,Rectasol-HC
13826,RectiCare
13827,Rectiv
13828,Rectocort HC
13829,Recuro Vaginal
13830,Red yeast rice
13831,Rederm
13832,RediTrex
13833,Redness Relief
13834,Redur-PCM
13835,Redutemp
13836,Redux
13837,Reese Onetab Congestion & Cough
13838,Reese's Pinworm Medicine
13839,ReFacto
13840,Refenesen Chest Congestion Relief
13841,Refenesen Chest Congestion Relief DM
13842,Refenesen Chest Congestion Relief PE
13843,Refissa
13844,Refludan
13845,Refresh
13846,Refresh Celluvisc
13847,Refresh Classic
13848,Refresh Contacts
13849,Refresh Digital
13850,Refresh Digital PF
13851,Refresh Dry Eye Therapy
13852,Refresh Endura
13853,Refresh Eye Itch Relief
13854,Refresh Lacri-Lube
13855,Refresh Liquigel
13856,Refresh Optive
13857,Refresh Optive Advanced
13858,Refresh Optive Mega-3
13859,Refresh Plus
13860,Refresh PM
13861,Refresh Redness Relief
13862,Refresh Relieva
13863,Refresh Relieva PF
13864,Refresh Tears
13865,Regadenoson
13866,Regenecare HA Spray
13867,Regimex
13868,Regitine
13869,Reglan
13870,Regonol
13871,Regorafenib
13872,Regranex
13873,Regroton
13874,Regulax SS
13875,Reguloid
13876,Regurin
13877,Rehydralyte
13878,Relacon LAX
13879,Relacon-DM
13880,Relacon-DM NR
13881,Relacon-HC
13882,Relacon-HC NR
13883,Relador Pak Plus
13884,Relafen
13885,Relafen DS
13886,Relagard
13887,Relagesic
13888,Relahist-DM
13889,Relamine
13890,Relasin DM
13891,Relasin-HC
13892,Relasin-HCX
13893,Relaxazone
13894,Relcof C
13895,Relcof DM
13896,RelCof DN PE
13897,Relcof IR
13898,RelCof PE
13899,Releevia
13900,Releevia MC Patch
13901,Relenza
13902,Relera
13903,Relexxii
13904,Relhist BP
13905,Relhist DMX
13906,Relief
13907,Relief-PE
13908,Relion Grape
13909,Relion Novolin 70 / 30 Innolet
13910,Relion Novolin N
13911,ReliOn NovoLog
13912,ReliOn / Humulin R
13913,ReliOn / Novolin 70 / 30
13914,ReliOn / Novolin R
13915,Relistor
13916,Relnate DHA
13917,Relpax
13918,Reltone
13919,Relugolix
13920,Reluri
13921,Relyyks
13922,Relyyt
13923,Rematex
13924,Remdesivir
13925,Reme Hist DM
13926,Reme Tussin DM
13927,Reme-T
13928,Remedol
13929,Remedy 4-in-1 Body Cleanser
13930,Remedy 4-in-1 Cleansing Lotion
13931,Remedy Antifungal with Olivamine
13932,Remedy Skin Repair
13933,Remergent HQ
13934,Remeron
13935,Remeron SolTab
13936,Remeven
13937,Remicade
13938,Remifentanil
13939,Remimazolam
13940,Reminyl
13941,Remodulin
13942,Remular
13943,Remular-S
13944,Rena-Vite
13945,Rena-Vite Rx
13946,Renacidin
13947,Renaf
13948,Renagel
13949,Renal Caps
13950,Renal Vitamin
13951,Renamin
13952,Renaphro
13953,RenaPlex
13954,RenaPlex-D
13955,Renatabs
13956,Renatabs with Iron
13957,Renate
13958,Renate DHA
13959,Renate DHA Extra
13960,Renax
13961,Renax 5.5
13962,Renese
13963,Renese-R
13964,Renflexis
13965,Reno Caps
13966,Reno-30
13967,Reno-60
13968,Reno-Dip
13969,Reno-M-30
13970,Reno-M-60
13971,Reno-M-DIP
13972,Renocal-76
13973,Renografin-60
13974,Renografin-76
13975,Renova
13976,Renovist
13977,Renovist II
13978,Renovo Patch
13979,Renvela
13980,Reocyte Plus
13981,ReoPro
13982,Repaglinide
13983,Repan
13984,Repatha
13985,RepHresh
13986,Replenate
13987,Replens
13988,Replesta
13989,Replesta Children's
13990,Replesta NX
13991,Repliva 21 / 7
13992,Repreve
13993,Reprexain
13994,Repronex
13995,Req49+
13996,Requip
13997,ReQuip Follow on Pack
13998,Requip Starter Kit
13999,ReQuip Starter Pack
14000,Requip XL
14001,Rescon
14002,Rescon Extended Release
14003,Rescon-DM
14004,Rescon-Ed
14005,Rescon-GG
14006,Rescon-Jr
14007,Rescon-MX
14008,Rescriptor
14009,Rescudose
14010,Rescula
14011,Resectisol
14012,Reserpine
14013,Reserpine / trichlormethiazide
14014,Resinol
14015,Reslizumab
14016,Resolve Itch Cleansing Gel
14017,Resorcinol topical
14018,Resorcinol / sulfur topical
14019,Resource Optisource
14020,Respa BR
14021,Respa C&C
14022,Respa C&C IR
14023,Respa SA
14024,Respa-1st
14025,Respa-DM
14026,Respa-GF
14027,Respa-PE
14028,Respahist
14029,RespaHist II
14030,Respaire-120 SR
14031,Respaire-30
14032,Respaire-60 SR
14033,Respbid
14034,Resperal-DM
14035,Respi-Tann
14036,Respi-Tann G
14037,Respi-Tann Pd
14038,RespiGam
14039,Respiratory syncytial virus immune globulin
14040,Respirol
14041,Respivent-D
14042,Restasis
14043,Restore Cleanser & Moisturizer
